Date,Time,price_east,price_west,load_west,load_eeast
01-01-2015,1,25.02,27.38,1910.9,1427
01-01-2015,2,18.29,18.29,1837.3,1385.9
01-01-2015,3,16.04,16.04,1764.2,1326.5
01-01-2015,4,14.6,14.6,1690.9,1262.5
01-01-2015,5,14.95,14.95,1660.5,1228.2
01-01-2015,6,14.5,14.5,1684.2,1232.5
01-01-2015,7,10.76,10.76,1770.8,1268.6
01-01-2015,8,12.01,12.01,1864.3,1307.7
01-01-2015,9,12.39,12.39,1928.7,1354
01-01-2015,10,14.04,14.04,2071.5,1413.3
01-01-2015,11,14.68,14.68,2109,1505.1
01-01-2015,12,16.08,16.08,2205.6,1575.3
01-01-2015,13,16.08,16.08,2235.3,1617.8
01-01-2015,14,16.05,25.42,2235.4,1649.3
01-01-2015,15,16.04,26.78,2240.5,1663.7
01-01-2015,16,16.1,27.51,2307.4,1712.2
01-01-2015,17,23.93,28.32,2457.3,1814.5
01-01-2015,18,26.9,28.36,2626.8,1901.2
01-01-2015,19,26.36,28.18,2583.8,1887.9
01-01-2015,20,23.98,27.81,2447.7,1806
01-01-2015,21,16.09,16.09,2342.7,1704.1
01-01-2015,22,14.08,14.08,2263.3,1608.5
01-01-2015,23,12.44,12.44,2133.8,1504
01-01-2015,24,0.04,0.04,2111.6,1461.4
01-02-2015,1,-12.11,-12.11,1989.2,1376.2
01-02-2015,2,-19.63,-19.63,1910.3,1300.2
01-02-2015,3,-19.37,-19.37,1888.9,1282.2
01-02-2015,4,-31.41,-31.41,1889.4,1287.7
01-02-2015,5,-31.41,-31.41,1902.9,1301.9
01-02-2015,6,-13.48,-13.48,1960.5,1345
01-02-2015,7,0.08,0.08,2179.4,1483.1
01-02-2015,8,10.06,28.37,2405.2,1613.9
01-02-2015,9,14.25,28.37,2607.4,1718.4
01-02-2015,10,14.56,28.32,2703.7,1804.8
01-02-2015,11,14.64,28.3,2732.4,1879.6
01-02-2015,12,15.08,28.39,2684.5,1889
01-02-2015,13,15.41,28.3,2615.1,1873.9
01-02-2015,14,14.52,28.24,2606.7,1861.9
01-02-2015,15,14.7,28.12,2596.6,1837.5
01-02-2015,16,14.66,28.23,2606.8,1845.9
01-02-2015,17,16.09,28.59,2770.1,1991.7
01-02-2015,18,25.1,28.73,3021.5,2143.2
01-02-2015,19,25.06,28.48,2950.8,2115.8
01-02-2015,20,18.34,28.38,2715.9,1965.9
01-02-2015,21,14.26,15,2515.3,1817.2
01-02-2015,22,12.22,12.22,2379.9,1710.6
01-02-2015,23,8,10.4,2235.1,1587.3
01-02-2015,24,-0.33,-0.33,2167.1,1541.2
01-03-2015,1,-0.08,-0.08,2076.4,1434.1
01-03-2015,2,-0.07,-0.07,2003.1,1359.1
01-03-2015,3,-5.03,-5.03,1953,1322.2
01-03-2015,4,0.01,0.01,1906.8,1304.6
01-03-2015,5,-0.04,-0.04,1860.9,1301.9
01-03-2015,6,0.03,0.03,1899.2,1320
01-03-2015,7,-8.67,-8.67,2003.2,1404
01-03-2015,8,4.46,4.46,2143.7,1499.4
01-03-2015,9,9.9,9.9,2290.6,1604.8
01-03-2015,10,14.29,14.29,2364.5,1664.4
01-03-2015,11,16.73,16.73,2411.5,1738.5
01-03-2015,12,22.31,22.31,2391.6,1750.4
01-03-2015,13,23.03,23.03,2357.4,1737.4
01-03-2015,14,22.4,22.4,2324.4,1707.9
01-03-2015,15,27.07,27.81,2294.9,1691.7
01-03-2015,16,28.29,28.37,2305.1,1709.4
01-03-2015,17,28.6,29.23,2488.7,1870.5
01-03-2015,18,28.88,29.53,2761.8,2063.3
01-03-2015,19,28.78,29.75,2687.5,2039.8
01-03-2015,20,28.54,29.46,2483.3,1896.9
01-03-2015,21,28.34,28.69,2315.6,1765.6
01-03-2015,22,27.26,27.93,2199.1,1665.1
01-03-2015,23,27.7,27.7,2069.4,1559.5
01-03-2015,24,14.27,14.27,1952.3,1454.7
01-04-2015,1,9.32,9.32,1897.9,1412.2
01-04-2015,2,0.1,0.1,1882.9,1348.8
01-04-2015,3,0.1,0.1,1834.2,1307.1
01-04-2015,4,0.1,0.1,1810.9,1293.1
01-04-2015,5,0.11,0.11,1818.1,1301.2
01-04-2015,6,6.8,6.8,1814.3,1321.1
01-04-2015,7,14.95,14.95,1876.3,1312
01-04-2015,8,25.49,25.49,2010.9,1400.7
01-04-2015,9,26.28,27.63,2159.9,1509.6
01-04-2015,10,27.32,28.03,2267.9,1618.9
01-04-2015,11,27.56,28.24,2310.2,1697.8
01-04-2015,12,27.32,28.32,2314.4,1734.5
01-04-2015,13,27.08,28.24,2283.7,1734.5
01-04-2015,14,26.33,28.27,2245.7,1715.4
01-04-2015,15,27.42,28.32,2236.6,1698.1
01-04-2015,16,28.37,28.7,2272.6,1726.9
01-04-2015,17,28.65,29.58,2519.9,1902.7
01-04-2015,18,28.94,29.92,2845.6,2087.9
01-04-2015,19,29.59,29.91,2748.2,2062.8
01-04-2015,20,29.42,29.77,2547.8,1943.8
01-04-2015,21,28.92,29.45,2353,1799.3
01-04-2015,22,28.66,29.06,2229.1,1683.4
01-04-2015,23,29.03,29.03,2048.5,1524.7
01-04-2015,24,27.68,27.68,1941.8,1406.7
01-05-2015,1,28.19,29.06,1858.3,1296.1
01-05-2015,2,28.15,28.88,1795.9,1235.5
01-05-2015,3,28.13,28.87,1767.9,1217
01-05-2015,4,28.05,28.05,1752.7,1227.5
01-05-2015,5,28.04,29.34,1778.1,1263.8
01-05-2015,6,27.01,30.33,1939.6,1372.2
01-05-2015,7,27.6,31.39,2382,1632.2
01-05-2015,8,33.62,32.84,2890.2,1903.1
01-05-2015,9,38.15,38.15,3059.7,1997.7
01-05-2015,10,41.51,41.51,3046.3,2026.6
01-05-2015,11,40.46,40.46,3095.6,2040.7
01-05-2015,12,40.97,40.97,3088.1,2029.6
01-05-2015,13,40.72,40.72,3012.2,2005.6
01-05-2015,14,41.92,41.92,3035.8,1986.3
01-05-2015,15,42,42,3001,1968.3
01-05-2015,16,43.1,43.1,2930.7,1972.2
01-05-2015,17,46.7,46.7,3062.9,2114.6
01-05-2015,18,56.78,56.78,3269.5,2270.8
01-05-2015,19,58.84,58.84,3086.1,2190.2
01-05-2015,20,49.23,49.23,2871.5,2041.6
01-05-2015,21,44.32,44.32,2672.9,1883.8
01-05-2015,22,35.86,35.86,2484.7,1765.1
01-05-2015,23,32.56,32.56,2272,1600.9
01-05-2015,24,30.03,30.03,2066.4,1439.9
01-06-2015,1,30.02,30.02,1934.6,1328.7
01-06-2015,2,29.81,29.81,1870.4,1266.7
01-06-2015,3,29.41,29.41,1842.2,1248.1
01-06-2015,4,27.89,29.11,1852.3,1250.6
01-06-2015,5,27.89,29.5,1904.3,1278.8
01-06-2015,6,28.01,29.64,2061.3,1381.3
01-06-2015,7,29.67,29.67,2520.6,1635.7
01-06-2015,8,30.03,30.03,3011.5,1946.3
01-06-2015,9,30.5,40.76,3180.2,2044.3
01-06-2015,10,30.35,30.35,3129.7,2049.4
01-06-2015,11,30.53,30.53,3187,2059.7
01-06-2015,12,29.91,30.47,3181,2051.1
01-06-2015,13,29.62,30.06,3113.5,2030.7
01-06-2015,14,29.58,29.98,3132.1,2049
01-06-2015,15,29.57,29.99,3090.5,2030.3
01-06-2015,16,29.62,30.48,3008.4,2041.5
01-06-2015,17,29.99,30.83,3112.3,2158.1
01-06-2015,18,29.65,31.04,3303.7,2302.3
01-06-2015,19,29.58,30.52,3124.9,2220.7
01-06-2015,20,29,29.99,2929.8,2075.3
01-06-2015,21,28.45,29.61,2709.2,1930
01-06-2015,22,28.15,29.15,2532.1,1797
01-06-2015,23,28.08,28.11,2328.8,1645.5
01-06-2015,24,26.97,27.32,2122.1,1493.4
01-07-2015,1,26.35,26.35,1998.9,1370.9
01-07-2015,2,26.08,26.08,1929.3,1310.8
01-07-2015,3,26.03,26.03,1889.5,1278.1
01-07-2015,4,26.17,26.17,1874.8,1287.5
01-07-2015,5,26.1,26.74,1921.6,1311.5
01-07-2015,6,26.84,28.11,2089.6,1401
01-07-2015,7,30.07,30.27,2553.9,1654.1
01-07-2015,8,33.17,33.17,3052.5,1956.5
01-07-2015,9,34.1,34.1,3194.2,2049.8
01-07-2015,10,33.28,33.28,3117,2045.5
01-07-2015,11,34.08,34.08,3104.4,2046.4
01-07-2015,12,33.63,33.63,3064.6,2005.3
01-07-2015,13,32.76,33.11,2976.5,1972.7
01-07-2015,14,30.65,33.2,2984.6,1956.7
01-07-2015,15,30.31,33.61,2942.5,1939.7
01-07-2015,16,29.79,37.43,2905.9,1916
01-07-2015,17,30.72,40.71,3043.2,2075
01-07-2015,18,29.56,49.85,3273.3,2258.6
01-07-2015,19,28.84,38.06,3113.2,2197.5
01-07-2015,20,28.2,33.19,2914.5,2064.7
01-07-2015,21,27.75,31.12,2719.7,1909.1
01-07-2015,22,27.42,29.84,2567.8,1771.1
01-07-2015,23,26.7,28.72,2376.5,1609
01-07-2015,24,22.11,27.47,2211,1455.3
01-08-2015,1,21.92,26.51,2092.7,1352.7
01-08-2015,2,19.35,25.07,2038.6,1285.6
01-08-2015,3,16.11,24.57,2024.3,1270.7
01-08-2015,4,14.93,24.44,2042,1278.3
01-08-2015,5,15,24.54,2097.5,1318.1
01-08-2015,6,19.04,26.04,2236.6,1420.4
01-08-2015,7,26.17,28.19,2611.4,1657.5
01-08-2015,8,29.41,29.41,3061.1,1959
01-08-2015,9,28.1,29.66,3206.7,2081.9
01-08-2015,10,28.23,29.52,3133.9,2096.1
01-08-2015,11,28.35,29.57,3151.9,2113.7
01-08-2015,12,28.46,29.72,3135.2,2096.6
01-08-2015,13,28.46,29.72,3062.7,2087.4
01-08-2015,14,28.6,29.85,3064.5,2081.6
01-08-2015,15,28.45,30.22,2994.1,2046
01-08-2015,16,28.24,30.83,2925.2,2040.8
01-08-2015,17,28.43,31.69,3056.5,2135.1
01-08-2015,18,28.4,32.03,3268.1,2258.4
01-08-2015,19,27.98,31.05,3104.8,2179
01-08-2015,20,27.69,30.37,2888.3,2038.4
01-08-2015,21,27.46,29.44,2708.2,1891.9
01-08-2015,22,27.31,28.62,2541.2,1764.7
01-08-2015,23,26.71,27.4,2359.3,1616.1
01-08-2015,24,15.93,25.91,2187.3,1463.6
01-09-2015,1,11.55,25.89,2082.1,1367.7
01-09-2015,2,13.47,25.37,2022.1,1309.7
01-09-2015,3,11.23,25.17,2000.7,1288.7
01-09-2015,4,16,25.12,1994.7,1289.2
01-09-2015,5,16.26,25.46,2010.8,1314.2
01-09-2015,6,19.94,26.88,2162.6,1412.5
01-09-2015,7,24.36,28.17,2658.8,1652.4
01-09-2015,8,29.24,29.24,3200.9,1937.9
01-09-2015,9,27.45,29.71,3290.9,2084.2
01-09-2015,10,27.38,29.11,3216.1,2129.3
01-09-2015,11,27.33,29.74,3251,2139.4
01-09-2015,12,27.23,30.46,3188.3,2093.7
01-09-2015,13,27.15,30.51,3051.5,2069
01-09-2015,14,27.08,29.95,2993.4,2045.9
01-09-2015,15,27.03,29.17,2893.9,1997.3
01-09-2015,16,27.02,29.47,2872.7,1986.2
01-09-2015,17,27.12,30.09,3012.2,2093.5
01-09-2015,18,27.15,30.99,3197.2,2233.4
01-09-2015,19,27.1,30.63,3090.3,2189.6
01-09-2015,20,27.02,29.91,2814.3,2022.2
01-09-2015,21,26.96,28.85,2573.3,1869.3
01-09-2015,22,26.69,28.32,2414.1,1745.5
01-09-2015,23,21.64,27.89,2235.2,1622
01-09-2015,24,14.72,26.74,2055.3,1498
01-10-2015,1,21.94,27.84,1904.1,1391.5
01-10-2015,2,25.08,27.21,1797.2,1304.7
01-10-2015,3,20.91,27.04,1753.3,1259.2
01-10-2015,4,20.68,27.47,1737.9,1241.3
01-10-2015,5,21.91,27.71,1784.5,1237.7
01-10-2015,6,12.28,27.91,1888.6,1271.9
01-10-2015,7,7.19,27.97,2044.3,1346.7
01-10-2015,8,9.31,28.43,2270.3,1477.7
01-10-2015,9,11.35,28.55,2479.2,1634.1
01-10-2015,10,15.87,28.56,2586.9,1751
01-10-2015,11,15.84,28.58,2654.2,1841.4
01-10-2015,12,14.83,28.42,2643.3,1857.7
01-10-2015,13,15.83,28.24,2583.1,1853.4
01-10-2015,14,14.85,27.96,2516.2,1825.7
01-10-2015,15,11.42,27.84,2454.5,1785.9
01-10-2015,16,11.34,27.86,2475.3,1803
01-10-2015,17,14.15,28.13,2621.9,1922.4
01-10-2015,18,17.09,28.36,2881.7,2092.8
01-10-2015,19,18.87,28.1,2788.6,2059.4
01-10-2015,20,13.44,27.71,2553.8,1915.3
01-10-2015,21,15.82,27.86,2392.5,1788.1
01-10-2015,22,11.51,27.64,2259.3,1684
01-10-2015,23,11.81,26.46,2131.7,1592.7
01-10-2015,24,5.08,25.54,2034.2,1501.8
01-11-2015,1,0.05,24.97,1996.3,1421.8
01-11-2015,2,-2.06,24.22,1951.6,1341.3
01-11-2015,3,-4.11,24.03,1917,1297.7
01-11-2015,4,-5.06,23.44,1914.8,1289.4
01-11-2015,5,-4.12,23.56,1961.3,1296.3
01-11-2015,6,-0.74,23.91,1994.5,1310.2
01-11-2015,7,-0.09,23.9,2086.8,1372.2
01-11-2015,8,0.05,24.71,2287.9,1469
01-11-2015,9,0.11,25.18,2408.7,1583.2
01-11-2015,10,4.05,25.95,2496.6,1695.8
01-11-2015,11,5.61,27.11,2551.8,1778
01-11-2015,12,9.91,27.84,2543,1804.8
01-11-2015,13,8.71,27.65,2541.5,1810.7
01-11-2015,14,0.11,27.68,2592.6,1806.4
01-11-2015,15,0.11,27.65,2591.6,1800.3
01-11-2015,16,0.15,27.8,2595.7,1817.6
01-11-2015,17,6.73,28.6,2723.6,1956.1
01-11-2015,18,13.72,28.97,2994.9,2139.7
01-11-2015,19,12.44,29.1,2907.3,2115.6
01-11-2015,20,14.88,28.9,2718.5,1994.2
01-11-2015,21,9.63,28.57,2532.5,1851.4
01-11-2015,22,9.29,28.16,2394.6,1735.1
01-11-2015,23,10.18,27.98,2191.9,1580.6
01-11-2015,24,0.12,27.64,2104,1452.4
01-12-2015,1,9.3,28.47,1976.8,1352.9
01-12-2015,2,2.87,28.1,1962.7,1289.6
01-12-2015,3,0.09,27.95,2030.8,1267.2
01-12-2015,4,0.1,28.07,2059.6,1264.6
01-12-2015,5,0.07,28.48,2128.3,1292.2
01-12-2015,6,0.11,27.83,2299.8,1393.3
01-12-2015,7,10.05,29.53,2702.9,1638.8
01-12-2015,8,17.03,34.59,3131.6,1942.9
01-12-2015,9,17.92,34.63,3387.1,2068.1
01-12-2015,10,17.66,34.03,3359.5,2091.4
01-12-2015,11,17.66,30.84,3303.5,2112.5
01-12-2015,12,17.41,30.07,3341.7,2120.5
01-12-2015,13,15.43,29.33,3271.6,2109.9
01-12-2015,14,14.59,29.39,3218.4,2113.4
01-12-2015,15,6.63,28.98,3185.5,2085.7
01-12-2015,16,0.15,29.49,3132.4,2076.5
01-12-2015,17,15.63,29.7,3191.6,2149.4
01-12-2015,18,18.34,30.25,3383.2,2286.3
01-12-2015,19,17.86,29.97,3178.8,2222.8
01-12-2015,20,16.78,28.93,2966.7,2071.4
01-12-2015,21,15.68,28.26,2761.9,1924.9
01-12-2015,22,13.91,27.8,2594.8,1792.8
01-12-2015,23,14.91,27.63,2406.1,1631.7
01-12-2015,24,9.1,9.1,2221.1,1521.7
01-13-2015,1,9.27,9.27,2081,1409.4
01-13-2015,2,10.42,10.42,1976.1,1281.1
01-13-2015,3,11.16,11.16,1918.7,1229.7
01-13-2015,4,15.9,28.02,1925.1,1222.1
01-13-2015,5,17.81,28.95,1962,1258.2
01-13-2015,6,19.92,29.88,2098.3,1377.9
01-13-2015,7,21.05,31.84,2533.2,1632.4
01-13-2015,8,32.37,35.04,3022.3,1934.4
01-13-2015,9,32.28,35.65,3186.5,2044.3
01-13-2015,10,28.47,34.95,3133.4,2072
01-13-2015,11,26.07,34.87,3187.4,2090.8
01-13-2015,12,25.22,34.5,3183.9,2083.4
01-13-2015,13,25.25,33.87,3113.8,2072.9
01-13-2015,14,24.91,33.82,3123.3,2046.4
01-13-2015,15,25.62,34.3,3085.6,2022.5
01-13-2015,16,28.91,34.76,2965.8,1992.3
01-13-2015,17,26.98,36.61,2986.5,2078.4
01-13-2015,18,27.12,42.16,3271.2,2246.8
01-13-2015,19,26.98,41.99,3118.7,2180
01-13-2015,20,26.87,37.75,2912.4,2050.6
01-13-2015,21,26.68,31.57,2704.2,1902.4
01-13-2015,22,26.42,30.77,2524.2,1759.5
01-13-2015,23,27.02,29.86,2339.9,1592.2
01-13-2015,24,18.36,28.64,2180.6,1441.9
01-14-2015,1,16.06,16.06,2058.5,1332.2
01-14-2015,2,15.02,15.02,1987.5,1254.4
01-14-2015,3,11.99,11.99,1971.6,1234.9
01-14-2015,4,13.68,13.68,1978.9,1252.1
01-14-2015,5,13.91,13.91,2005.5,1275.9
01-14-2015,6,16.26,16.26,2149.6,1382.5
01-14-2015,7,27.32,28.08,2565.8,1649.5
01-14-2015,8,30.86,30.86,3049.3,1929.4
01-14-2015,9,28.92,32.52,3228.1,2046.8
01-14-2015,10,28.76,31.63,3171.1,2081
01-14-2015,11,29,30.49,3225.7,2116.7
01-14-2015,12,28.51,30.32,3221.9,2111.1
01-14-2015,13,27.59,29.7,3117.2,2081.3
01-14-2015,14,27.73,29.58,3118.8,2077.9
01-14-2015,15,27.85,30.37,3059.5,2052.6
01-14-2015,16,28.85,32.28,2974.9,2013
01-14-2015,17,30.79,33.89,3083.1,2128.6
01-14-2015,18,31.87,35.93,3323.3,2307.9
01-14-2015,19,29.99,34.72,3161.8,2244
01-14-2015,20,28.55,32.79,2951.1,2100.6
01-14-2015,21,28.53,29.75,2751.9,1948.4
01-14-2015,22,27.96,29.31,2575.3,1803.8
01-14-2015,23,23.73,23.73,2395.8,1655.3
01-14-2015,24,16.29,16.29,2211.7,1511.1
01-15-2015,1,24.36,24.36,2083.2,1406
01-15-2015,2,21.59,21.59,2020.5,1340.2
01-15-2015,3,15.46,15.46,1999.3,1313.9
01-15-2015,4,15.44,15.44,2019.3,1313.3
01-15-2015,5,15.43,15.43,2086.6,1342.5
01-15-2015,6,15.47,15.47,2255.7,1454.4
01-15-2015,7,25.85,29.66,2692.9,1708.2
01-15-2015,8,26.28,31.92,3172.3,2004.1
01-15-2015,9,26.55,33.85,3345.4,2115.8
01-15-2015,10,26.42,30.9,3334.3,2143.3
01-15-2015,11,26.36,29.97,3401.8,2172.4
01-15-2015,12,26.23,29.42,3427,2177.3
01-15-2015,13,26.12,29.1,3419.9,2167.4
01-15-2015,14,26.18,28.99,3311.9,2163.3
01-15-2015,15,26.3,28.94,3216.9,2155.3
01-15-2015,16,26.37,28.9,3090,2129.4
01-15-2015,17,26.76,29.94,3133.9,2211.7
01-15-2015,18,26.89,31,3320.9,2333.6
01-15-2015,19,26.65,30.84,3166.4,2260.7
01-15-2015,20,26.41,29.86,2952.6,2103.1
01-15-2015,21,26.05,28.95,2768.8,1956.5
01-15-2015,22,22.05,22.05,2614.4,1805.4
01-15-2015,23,19.01,19.01,2415.7,1641.5
01-15-2015,24,12.01,12.01,2342.1,1509.6
01-16-2015,1,6.95,9.78,2182.8,1423
01-16-2015,2,6.73,11.64,2128.9,1324.7
01-16-2015,3,6.8,9.72,2098.3,1327.4
01-16-2015,4,6.76,10.56,2111.4,1300.8
01-16-2015,5,6.74,14.11,2171.6,1315.9
01-16-2015,6,0.94,16.02,2334.9,1424.9
01-16-2015,7,15,28.74,2675,1677.1
01-16-2015,8,25.09,30.02,3153.3,1961.8
01-16-2015,9,23.66,30.42,3300.9,2062.5
01-16-2015,10,22.52,29.99,3236.5,2070.4
01-16-2015,11,24.3,29.87,3314.5,2086.5
01-16-2015,12,22.94,29.79,3185,2056.4
01-16-2015,13,21.96,29.36,3028.3,2011
01-16-2015,14,24.32,29.16,2914.6,1963.1
01-16-2015,15,26.51,29.23,2789.8,1924.7
01-16-2015,16,23.91,29.55,2714.2,1915
01-16-2015,17,27.43,30.27,2810.8,2016.7
01-16-2015,18,29.07,38.56,3085.6,2208.5
01-16-2015,19,30.08,46.19,2971.9,2165.1
01-16-2015,20,27.83,29.94,2683.1,1991
01-16-2015,21,27.4,28.92,2476.2,1824.4
01-16-2015,22,26.95,29.06,2343.7,1702.2
01-16-2015,23,26.85,28.9,2170.3,1579.3
01-16-2015,24,26.75,28.1,2011.2,1457.3
01-17-2015,1,26.88,28,1876.1,1358
01-17-2015,2,26.78,26.81,1799,1282.5
01-17-2015,3,26.67,26.67,1750.2,1242
01-17-2015,4,26.7,26.7,1743.2,1231.7
01-17-2015,5,26.66,26.66,1764.6,1235.4
01-17-2015,6,26.74,27.24,1815.7,1270.1
01-17-2015,7,26.87,27.34,1969.7,1351.1
01-17-2015,8,27.2,28.45,2181.6,1461.3
01-17-2015,9,27.61,29.02,2386.7,1587
01-17-2015,10,27.99,29.72,2478.8,1704.2
01-17-2015,11,28.35,29.59,2511.3,1767.6
01-17-2015,12,28.53,29.45,2475.3,1771.1
01-17-2015,13,27.42,29.07,2418.9,1747.4
01-17-2015,14,27.52,28.53,2360,1717.6
01-17-2015,15,27.09,28.62,2330,1699.6
01-17-2015,16,27.27,29.13,2353.3,1717.1
01-17-2015,17,27.78,30.07,2493,1856.4
01-17-2015,18,28.23,40.05,2800.4,2060.4
01-17-2015,19,28.1,30.9,2723.5,2034.1
01-17-2015,20,27.74,29.78,2501.1,1899.9
01-17-2015,21,27.24,28.25,2324.6,1767
01-17-2015,22,26.93,28.19,2194.7,1671.7
01-17-2015,23,27.46,28.13,2063.1,1564.3
01-17-2015,24,24.5,27.4,1955.5,1475.2
01-18-2015,1,23.35,26.24,1849,1378.2
01-18-2015,2,21.19,25.93,1778,1303.9
01-18-2015,3,22.24,25.55,1728.9,1272.2
01-18-2015,4,22.31,25.62,1716.2,1253.1
01-18-2015,5,22.32,25.29,1722.3,1266
01-18-2015,6,22.11,25.68,1767.5,1293.2
01-18-2015,7,24.9,26.28,1879.4,1341.6
01-18-2015,8,26.68,26.68,2029.5,1429.6
01-18-2015,9,27.03,27.03,2210.9,1537.8
01-18-2015,10,27.22,27.86,2318.2,1660.7
01-18-2015,11,27.24,28.16,2373.2,1741.6
01-18-2015,12,28.22,28.29,2387.7,1778.5
01-18-2015,13,28.15,28.15,2376.4,1780.9
01-18-2015,14,27.85,27.91,2354.6,1769.9
01-18-2015,15,28.17,28.27,2340.6,1749.5
01-18-2015,16,29.24,29.24,2364.9,1787.3
01-18-2015,17,30.44,30.44,2560.9,1924.6
01-18-2015,18,31.94,32.47,2901,2115.1
01-18-2015,19,32.45,32.45,2810.8,2082.3
01-18-2015,20,30.94,30.94,2591.5,1937.3
01-18-2015,21,29.8,29.8,2428.7,1808.6
01-18-2015,22,29.63,29.67,2286.3,1677.7
01-18-2015,23,28.54,29.76,2123.8,1542
01-18-2015,24,28.42,28.49,1990.2,1395.9
01-19-2015,1,27.92,27.92,1869.4,1298.1
01-19-2015,2,27.7,27.7,1806.9,1244
01-19-2015,3,27.65,27.65,1797.7,1222.5
01-19-2015,4,27.73,27.73,1821.4,1228.8
01-19-2015,5,28.07,28.07,1868.2,1260.9
01-19-2015,6,28.92,28.92,2051.2,1377.4
01-19-2015,7,31.12,31.12,2524.8,1655
01-19-2015,8,37.83,37.83,3051.4,1963.8
01-19-2015,9,45.36,45.36,3218,2069
01-19-2015,10,42.65,42.65,3178.1,2082.3
01-19-2015,11,36.31,36.31,3223.7,2102.7
01-19-2015,12,34.41,34.41,3210.5,2089.9
01-19-2015,13,44.97,44.97,3128.9,2057.1
01-19-2015,14,46.15,46.15,3165.9,2048.7
01-19-2015,15,46.08,46.08,3116.1,2021.7
01-19-2015,16,34.37,34.37,3000.8,2011.9
01-19-2015,17,33.73,33.73,3085.9,2116.3
01-19-2015,18,41.95,41.95,3353.6,2291.6
01-19-2015,19,33.12,33.12,3198.1,2219.1
01-19-2015,20,31.46,31.46,2990.2,2079.8
01-19-2015,21,30.27,30.27,2759.4,1922.9
01-19-2015,22,29.74,29.74,2585.9,1786.6
01-19-2015,23,28.98,28.98,2373.9,1619.5
01-19-2015,24,28.46,28.46,2163.8,1460
01-20-2015,1,28.62,28.62,2055.5,1359.8
01-20-2015,2,28.22,28.22,1984.5,1293.9
01-20-2015,3,28.07,28.07,1951,1268.3
01-20-2015,4,28.02,28.02,1960.3,1276.1
01-20-2015,5,28.39,28.39,2024.2,1308.1
01-20-2015,6,29.17,29.17,2177.1,1425.2
01-20-2015,7,31.76,31.76,2635.9,1700.8
01-20-2015,8,50.08,50.08,3148.7,2002.6
01-20-2015,9,57.52,57.52,3319,2102.3
01-20-2015,10,53.7,53.7,3269.5,2123.8
01-20-2015,11,53.01,53.01,3310.8,2147.4
01-20-2015,12,53.02,53.02,3284.6,2138.8
01-20-2015,13,47.73,47.73,3193.6,2132.2
01-20-2015,14,47.76,47.76,3208,2120.4
01-20-2015,15,47.69,47.69,3163.9,2100.4
01-20-2015,16,44.49,44.49,3067.2,2082.7
01-20-2015,17,46.11,46.11,3140.6,2171.3
01-20-2015,18,57.48,57.48,3403.3,2337.2
01-20-2015,19,46.12,47.8,3255.3,2255.5
01-20-2015,20,44.4,44.4,3011.9,2087.1
01-20-2015,21,30.69,30.69,2791.7,1938.6
01-20-2015,22,30.45,30.45,2634.3,1811.9
01-20-2015,23,29.51,29.51,2426.5,1647.2
01-20-2015,24,28.5,28.5,2202.1,1482.3
01-21-2015,1,28.12,28.12,2066,1377.6
01-21-2015,2,27.87,27.87,2009.3,1313.9
01-21-2015,3,27.78,27.78,1977.4,1284.9
01-21-2015,4,27.85,27.85,1989.9,1287.3
01-21-2015,5,28.24,28.24,2034.5,1318.5
01-21-2015,6,29.59,29.59,2203.3,1421.6
01-21-2015,7,33.04,33.04,2654.1,1695.5
01-21-2015,8,49.67,49.67,3157.9,1995.1
01-21-2015,9,55.34,55.34,3282.3,2076.6
01-21-2015,10,55.33,55.33,3232.5,2093.1
01-21-2015,11,54.96,54.96,3267.8,2111.1
01-21-2015,12,53.44,53.44,3228.4,2088.9
01-21-2015,13,48.49,48.49,3169.6,2061.5
01-21-2015,14,48.4,48.4,3186.2,2053.8
01-21-2015,15,48,48,3107,2040.9
01-21-2015,16,48.8,48.8,3019.1,2027.5
01-21-2015,17,51.02,51.02,3094.1,2126.8
01-21-2015,18,55.47,55.47,3374.8,2320.4
01-21-2015,19,55.36,55.36,3235.8,2239.3
01-21-2015,20,38.08,46.79,3023.4,2095.7
01-21-2015,21,33.28,33.28,2832.2,1955
01-21-2015,22,32.96,32.96,2644.2,1811.2
01-21-2015,23,31.76,31.76,2435.4,1648.5
01-21-2015,24,29.55,29.55,2233.9,1496.1
01-22-2015,1,28.96,28.96,2094,1375.6
01-22-2015,2,28.69,28.69,2035.2,1315.6
01-22-2015,3,28.31,28.31,1990.8,1288
01-22-2015,4,28.26,28.26,1998.3,1298.4
01-22-2015,5,28.82,28.82,2044.3,1321
01-22-2015,6,30.34,30.34,2234.2,1424.2
01-22-2015,7,35.24,35.24,2672.9,1689.2
01-22-2015,8,47.25,47.25,3184.1,1992.9
01-22-2015,9,53.79,53.79,3313.7,2083.3
01-22-2015,10,49.31,49.31,3279.1,2093.6
01-22-2015,11,49.32,49.32,3301.4,2107.6
01-22-2015,12,48.69,48.69,3278.6,2090.4
01-22-2015,13,47.46,47.46,3177.3,2075.9
01-22-2015,14,45.84,45.84,3171.1,2064
01-22-2015,15,48.3,48.3,3108.2,2017.4
01-22-2015,16,48.79,48.79,3021.5,2005.1
01-22-2015,17,51.99,51.99,3087.6,2090
01-22-2015,18,58.35,58.35,3383.8,2303.6
01-22-2015,19,55.62,56.99,3245.6,2244.4
01-22-2015,20,44.83,49.81,3021.5,2096.2
