Date,time,price_west,DK-West: Gross consumption,price_east,DK-East: Gross consumption,DK-West: Net consumption,DK-East: Net consumption
20-03-2016,6,19.64,1788.9,19.64,1200.5,1672.6,1162.1
20-03-2016,7,19.74,1849.1,19.74,1244.6,1749.9,1203.7
20-03-2016,8,19.69,1978.6,19.69,1345.9,1885.6,1305.6
20-03-2016,9,19.92,2118.8,19.92,1477,2040.4,1438.3
20-03-2016,10,20.3,2192.8,20.3,1553.2,2116.3,1526.4
20-03-2016,11,20.59,2221.8,20.59,1590.7,2145.7,1566.1
20-03-2016,12,20.66,2173.4,20.66,1605.4,2106.1,1570.9
20-03-2016,13,20.52,2116.2,20.52,1570.8,2052.9,1544.6
20-03-2016,14,20.21,2078.7,20.21,1548.3,2004.7,1520.9
20-03-2016,15,20.15,2044.8,20.15,1525.6,1968.3,1484.8
20-03-2016,16,20.14,2029.2,20.14,1493.7,1950.3,1452.5
20-03-2016,17,20.05,2081.7,20.05,1512.3,2014.7,1472.8
20-03-2016,18,19.02,2293.5,20.57,1628.1,2230.7,1603.2
20-03-2016,19,23.54,2440.9,21.99,1761.8,2388.4,1723.2
20-03-2016,20,22.19,2418.8,22.19,1776.8,2361.1,1737.3
20-03-2016,21,21.86,2277.3,21.86,1670.8,2234.2,1632.2
20-03-2016,22,21.54,2120.8,21.54,1559.9,2082.1,1523
20-03-2016,23,21.27,1984.7,21.27,1428.2,1941,1391.7
20-03-2016,24,20.33,1869.7,20.33,1321.2,1819.4,1283.6
21-03-2016,1,20.29,1795.7,20.29,1235,1731.4,1194.9
21-03-2016,2,19.9,1772.4,19.9,1181.2,1708.3,1141.8
21-03-2016,3,19.79,1760.7,19.79,1151.9,1698.7,1112.9
21-03-2016,4,19.9,1763.1,19.9,1145.8,1699.4,1118.2
21-03-2016,5,20.4,1823.3,20.4,1185.9,1757.9,1153.7
21-03-2016,6,21.33,1989,21.33,1281.9,1918.7,1242.3
21-03-2016,7,21.68,2312.5,21.68,1434.5,2236.2,1401.9
21-03-2016,8,22.11,2702.3,22.11,1666.8,2621.1,1630.6
21-03-2016,9,22.32,2855,22.32,1812.3,2784.6,1771.8
21-03-2016,10,22.22,2917.4,22.22,1870,2863.6,1827.3
21-03-2016,11,22.16,2947.4,22.16,1891,2892.1,1849.4
21-03-2016,12,22,2919.4,22,1850.2,2863.8,1809.1
21-03-2016,13,21.84,2880.2,21.84,1840.1,2833.9,1795.6
21-03-2016,14,21.72,2866.1,21.72,1832.4,2809.9,1789.1
21-03-2016,15,21.57,2839.9,21.57,1782.1,2782.1,1735.2
21-03-2016,16,21.55,2727.7,21.55,1741.4,2667.3,1692.5
21-03-2016,17,21.56,2707.7,21.56,1743.7,2652.1,1695.5
21-03-2016,18,21.88,2814.5,21.88,1857,2745.4,1815.1
21-03-2016,19,22.19,2826.8,22.19,1916.2,2760.1,1870.5
21-03-2016,20,22.25,2797.2,22.25,1894.7,2733.1,1850.2
21-03-2016,21,22.07,2577.7,22.07,1753.4,2533.7,1712.2
21-03-2016,22,21.85,2397,21.85,1621.5,2356.1,1578.6
21-03-2016,23,21.58,2206,21.58,1478.2,2165.7,1436.3
21-03-2016,24,20.9,2032.1,20.9,1352.4,1988.3,1310.1
22-03-2016,1,20.28,1909.1,20.33,1242.8,1849.7,1209.4
22-03-2016,2,20.08,1848.2,20.08,1200,1796.1,1159
22-03-2016,3,20.05,1819.9,20.05,1174.5,1773.9,1130.7
22-03-2016,4,20.47,1825.3,20.47,1165.3,1776.5,1134.8
22-03-2016,5,21,1868.6,21,1183.6,1821.7,1158.5
22-03-2016,6,21.49,2025.2,21.49,1273.8,1966.4,1247
22-03-2016,7,21.71,2339.2,21.71,1436.4,2251.3,1409.5
22-03-2016,8,22.24,2734.9,22.24,1660.7,2615.9,1628.5
22-03-2016,9,24.1,2906.3,26.79,1816.2,2812.4,1778.5
22-03-2016,10,24.06,2928.4,25.63,1878,2825,1841
22-03-2016,11,24.05,2969.8,24.47,1896.9,2859.5,1870.3
22-03-2016,12,23.09,2916.2,23.09,1880.7,2824.1,1854.8
22-03-2016,13,21.73,2836.6,22.53,1873.6,2739.4,1836
22-03-2016,14,22.32,2856.3,22.32,1855.4,2756,1821.8
22-03-2016,15,22.08,2774.5,22.08,1812.3,2683.9,1785.6
22-03-2016,16,22.13,2651.8,22.13,1756.2,2565.4,1729
22-03-2016,17,21.76,2591.2,21.76,1753.4,2510.9,1715.5
22-03-2016,18,21.96,2694.5,21.96,1845.4,2619,1803.4
22-03-2016,19,22.17,2720.1,22.17,1905.4,2643.1,1875.4
22-03-2016,20,22.23,2739.1,22.23,1891.7,2663.4,1859.6
22-03-2016,21,22.12,2571.6,22.12,1759.4,2514.2,1717.2
22-03-2016,22,21.93,2394.9,21.93,1634.4,2350.7,1594.6
22-03-2016,23,21.41,2192.4,21.41,1488.4,2151,1450.6
22-03-2016,24,20.91,2020.1,20.91,1350.4,1987.2,1320.3
23-03-2016,1,20.89,1890.9,20.89,1258.9,1844.3,1223.4
23-03-2016,2,20.51,1830.3,20.51,1200.7,1788.2,1168.5
23-03-2016,3,20.26,1803.8,20.26,1163.7,1761.6,1141.7
23-03-2016,4,20.56,1830.9,20.56,1181,1781.9,1150.9
23-03-2016,5,20.87,1877.1,20.87,1208.7,1818.3,1177
23-03-2016,6,21.23,2018.6,21.23,1295.6,1962.5,1262.3
23-03-2016,7,21.6,2283.4,21.6,1434.6,2221.4,1410.3
23-03-2016,8,21.94,2646.1,21.94,1652.4,2564.2,1621.1
23-03-2016,9,22.22,2790.9,25.25,1793.8,2721.1,1755.2
23-03-2016,10,22.06,2807.4,22.06,1859.7,2743.8,1821.4
23-03-2016,11,21.98,2830.2,21.98,1897.2,2774.6,1860.3
23-03-2016,12,21.89,2779.2,21.89,1879.7,2720.6,1843.6
23-03-2016,13,21.72,2685.1,21.72,1833.6,2627.2,1799.2
23-03-2016,14,21.64,2648.2,21.64,1815.7,2597.9,1780.5
23-03-2016,15,21.57,2570.4,21.57,1782.8,2524.1,1744.8
23-03-2016,16,21.51,2446.5,21.51,1725.5,2398.2,1690.2
23-03-2016,17,21.55,2414.9,21.55,1692.5,2351.4,1656.6
23-03-2016,18,21.76,2557.3,21.76,1762.3,2462,1725.6
23-03-2016,19,22.28,2618.9,22.28,1845.9,2523.4,1807.8
23-03-2016,20,23.23,2643,23.23,1858,2550.2,1819.2
23-03-2016,21,22.31,2492.7,22.31,1741.9,2409.4,1706.6
23-03-2016,22,21.87,2308.4,21.87,1625.3,2230.9,1592.5
23-03-2016,23,21.59,2145.1,21.59,1497.4,2066.3,1464.8
23-03-2016,24,21.14,1969,21.14,1373.7,1890.6,1342.8
24-03-2016,1,21.35,1849.3,21.35,1291.6,1774,1259.4
24-03-2016,2,20.99,1779,20.99,1228.3,1707.5,1196.7
24-03-2016,3,20.7,1761.2,20.7,1200.1,1678.6,1171.6
24-03-2016,4,20.86,1765.9,20.86,1194.6,1679.5,1166.4
24-03-2016,5,21.23,1797,21.23,1213.8,1704.3,1184.8
24-03-2016,6,21.82,1865.9,21.82,1254.3,1772.8,1219
24-03-2016,7,21.67,1932.7,21.67,1301,1841.2,1263.2
24-03-2016,8,21.8,2081.5,21.8,1410,1987.1,1370.6
24-03-2016,9,22.09,2220.5,25.06,1527.1,2127.7,1488.2
24-03-2016,10,21.91,2274.2,25.05,1600.5,2182.8,1564.3
24-03-2016,11,21.75,2268.6,25.01,1625.6,2202.8,1590.1
24-03-2016,12,21.6,2237.8,21.6,1611.6,2184.3,1574.5
24-03-2016,13,21.3,2183.1,21.3,1580.4,2132.8,1546.2
24-03-2016,14,21.01,2140.2,21.01,1539.7,2090,1505
24-03-2016,15,20.8,2128,20.8,1496,2076.8,1461.8
24-03-2016,16,20.68,2128.4,20.68,1471,2080.5,1436.5
24-03-2016,17,20.69,2204.1,20.69,1505.2,2150.3,1469
24-03-2016,18,20.87,2407.7,20.87,1605.5,2336.9,1568.3
24-03-2016,19,21.05,2444.9,21.05,1697.4,2376.6,1660.8
24-03-2016,20,21.14,2388.1,21.14,1692.9,2325.3,1655.8
24-03-2016,21,21.08,2250.5,21.08,1596.9,2196.2,1559.6
24-03-2016,22,20.84,2100,20.84,1503,2052.2,1467.3
24-03-2016,23,20.53,1948.5,20.53,1401.3,1910.5,1368.3
24-03-2016,24,20.3,1814,20.3,1301.5,1774.6,1266.8
25-03-2016,1,20.7,1705.4,20.7,1220.8,1667.7,1181.9
25-03-2016,2,20.28,1635.5,20.28,1161.3,1597,1125.1
25-03-2016,3,20.25,1609.1,20.25,1128.7,1572.8,1094.1
25-03-2016,4,19.99,1599.6,19.99,1124.6,1556.1,1089.2
25-03-2016,5,20.01,1622,20.01,1125.9,1581.4,1095.5
25-03-2016,6,20.3,1685.2,20.3,1152.6,1642.2,1125
25-03-2016,7,20.26,1763.7,20.26,1190.4,1720.8,1163
25-03-2016,8,20.39,1938.8,20.39,1310.2,1888.3,1278.6
25-03-2016,9,20.82,2136.3,20.82,1455.3,2075.1,1418.9
25-03-2016,10,21.05,2234.4,21.05,1552.3,2173.9,1513.9
25-03-2016,11,21.05,2273,21.05,1604.8,2212.3,1568.6
25-03-2016,12,20.9,2259.4,20.9,1621.7,2203.3,1584.2
25-03-2016,13,20.75,2200.9,20.75,1602.8,2153.7,1568.5
25-03-2016,14,20.42,2124.6,20.42,1567.8,2083,1530.3
25-03-2016,15,20.31,2098.6,20.31,1544.8,2055.1,1509.4
25-03-2016,16,20.28,2085,20.28,1535.9,2039.5,1498.1
25-03-2016,17,20.36,2105,20.36,1561.9,2067.5,1525.6
25-03-2016,18,20.47,2241.6,20.47,1659.1,2180,1620
25-03-2016,19,20.83,2288.7,20.83,1702.2,2230.5,1663.5
25-03-2016,20,21.01,2321.6,21.01,1684.5,2270.5,1646.4
25-03-2016,21,20.8,2193.7,20.8,1582.7,2153.1,1545.7
25-03-2016,22,20.54,2055.9,20.54,1495.5,2018.6,1460.7
25-03-2016,23,20.45,1923.6,20.45,1402.7,1891.4,1368.3
25-03-2016,24,20.15,1785.7,20.15,1311.8,1758.7,1279.4
26-03-2016,1,20.82,1695.3,20.82,1229.6,1647.9,1201.4
26-03-2016,2,20.54,1635.9,20.54,1177.7,1595.2,1148
26-03-2016,3,20.43,1611.3,20.43,1145.8,1567.2,1120.8
26-03-2016,4,20,1596.3,20,1139.9,1558.4,1116.9
26-03-2016,5,20,1617,20,1158.5,1578.5,1127.6
26-03-2016,6,20.01,1684.9,20.01,1171.8,1641.5,1146.4
26-03-2016,7,20.01,1757.2,20.01,1202,1717.6,1179.2
26-03-2016,8,20.47,1941.7,20.47,1325.6,1892.2,1293.9
26-03-2016,9,20.88,2065.7,20.88,1457.3,2017.6,1425.2
26-03-2016,10,21.11,2123,21.11,1542.1,2079.7,1516.5
26-03-2016,11,20.91,2142.9,20.91,1585.9,2094.8,1553.2
26-03-2016,12,19.97,2131.2,19.97,1566.1,2064.9,1528.8
26-03-2016,13,19.06,2120.6,19.06,1516.1,2019.7,1476.6
26-03-2016,14,18.26,2234.5,18.26,1476.3,2102.2,1436.9
26-03-2016,15,16.29,2230.2,17.54,1442.8,2093.5,1404.9
26-03-2016,16,15.75,2204.1,17.73,1413.4,2082,1374
26-03-2016,17,15.85,2099.1,17.87,1427.6,1981.3,1388.4
26-03-2016,18,19.39,2240.3,19.2,1528.6,2147.6,1498.8
26-03-2016,19,20.12,2295.8,20.12,1623.2,2229.2,1591.6
26-03-2016,20,20.09,2294.7,20.09,1663.1,2233.8,1626.1
26-03-2016,21,19.94,2181.7,19.94,1573,2110.8,1542
26-03-2016,22,17.99,2101.1,18.72,1504.6,1993.7,1456.5
26-03-2016,23,17.91,1971.2,17.91,1419.7,1856.7,1358.4
26-03-2016,24,14.66,1848.7,14.66,1323,1727.9,1260.8
27-03-2016,1,7.33,1728.3,7.33,1228.8,1611.7,1171.7
27-03-2016,2,3.04,1701,3.04,1172.4,1590.9,1114
27-03-2016,3,,,,,,
27-03-2016,4,6.1,1673,9.98,1147.2,1551.7,1089
27-03-2016,5,4.02,1678.8,9.94,1141.8,1558.1,1083
27-03-2016,6,4.02,1712.1,10.04,1157.3,1591.5,1099.3
27-03-2016,7,0.91,1895.7,0.91,1179.5,1769.5,1121.1
27-03-2016,8,4.63,1855.5,10,1230.5,1729.3,1164.7
27-03-2016,9,7.5,1978.8,10.04,1347.9,1863.5,1284.7
27-03-2016,10,8.91,2116.2,10.05,1450.4,1996.3,1389.3
27-03-2016,11,17.31,2197,17.31,1505.8,2076,1453.4
27-03-2016,12,17.36,2246.2,17.36,1522.3,2129.8,1481.1
27-03-2016,13,16.81,2237.4,16.81,1514.6,2115.4,1472
27-03-2016,14,16.02,2195.9,16.02,1470.1,2084,1424.2
27-03-2016,15,15.43,2167.9,15.43,1449.4,2044.2,1397.8
27-03-2016,16,15.52,2121.4,15.52,1466.1,2002.9,1426.6
27-03-2016,17,15.98,2125.3,15.98,1507.6,2001.8,1471.1
27-03-2016,18,17.03,2230.6,17.03,1573,2104.7,1536.3
27-03-2016,19,17.54,2221.8,17.54,1594.4,2120.5,1558.1
27-03-2016,20,19.6,2137.9,19.6,1552.9,2063.3,1529.9
27-03-2016,21,20.43,2179,20.43,1571.2,2114.1,1546.4
27-03-2016,22,19.87,2087.1,19.87,1500.6,2030.9,1474.2
27-03-2016,23,19.5,1934,19.5,1409.3,1883.8,1383.7
27-03-2016,24,18.5,1811.5,18.5,1319,1750.5,1290.6
28-03-2016,1,12.88,1725.4,12.88,1227.4,1642,1181.9
28-03-2016,2,8.28,1672.1,8.28,1158.5,1564.9,1115.6
28-03-2016,3,7.43,1629.6,7.43,1125.9,1519.4,1081
28-03-2016,4,6.5,1628.1,6.5,1115.9,1518.7,1071.6
28-03-2016,5,5.27,1641.3,5.27,1120.8,1527.4,1078.3
28-03-2016,6,6.28,1704.3,6.28,1155.7,1585.7,1112.5
28-03-2016,7,5.86,1813.4,5.86,1209.2,1689.7,1161.7
28-03-2016,8,5.96,1919.8,5.96,1276.1,1793.7,1227
28-03-2016,9,3.99,2081,11.82,1413.3,1953.6,1362.9
28-03-2016,10,3.41,2295.1,17.68,1523.9,2168.9,1466.1
28-03-2016,11,2.68,2490.6,18.28,1591.2,2366.7,1531.7
28-03-2016,12,0.07,2528,18.53,1592.9,2397.8,1532.5
28-03-2016,13,-0.77,2399.9,18.1,1577.5,2282.5,1516.4
28-03-2016,14,-12.17,2392.8,11.86,1545.2,2268.5,1481.9
28-03-2016,15,-13.37,2395.9,-5.93,1509,2270.7,1447.7
28-03-2016,16,-13.45,2399.7,-5.98,1497.1,2279.3,1436.3
28-03-2016,17,-13.44,2435.4,-6.04,1535.7,2308.3,1477.9
28-03-2016,18,-4.2,2596.9,-4.2,1658.5,2466.9,1602.5
28-03-2016,19,7.45,2491.6,7.45,1688.1,2372.5,1642.1
28-03-2016,20,11.79,2382.6,11.79,1664.9,2259.2,1627.5
28-03-2016,21,17.02,2374.6,17.02,1639.7,2244.6,1592.7
28-03-2016,22,11.47,2235.7,18.22,1519.4,2115.2,1475.3
28-03-2016,23,16.29,2073.1,16.29,1387.8,1959.1,1352.1
28-03-2016,24,12.98,1942.3,12.98,1253.2,1822.1,1221.6
29-03-2016,1,11.51,1858,16.37,1168.1,1726.1,1128.7
29-03-2016,2,9.14,1803.6,16.34,1128.9,1686.1,1078.4
29-03-2016,3,11.95,1783.1,15.67,1109.5,1656.4,1056.9
29-03-2016,4,9.23,1782.4,15.79,1114.5,1656.8,1067.1
29-03-2016,5,8.3,1832,16.77,1140.1,1707.8,1096.7
29-03-2016,6,13.49,1975.7,18.5,1240.8,1865.9,1207
29-03-2016,7,23.65,2353.6,20.12,1466.6,2268.5,1441.3
29-03-2016,8,22.56,2706.5,22.56,1682.4,2635.8,1651.8
29-03-2016,9,21.37,2829.4,21.37,1795.6,2771.2,1757.3
29-03-2016,10,21.37,2856.6,21.37,1830.9,2813.7,1792.5
29-03-2016,11,21.24,2893.8,21.24,1841,2849,1803.8
29-03-2016,12,21.06,2863.3,21.06,1813.4,2829.7,1781.1
29-03-2016,13,20.43,2836.4,20.43,1794.6,2784,1766.4
29-03-2016,14,19.99,2870,19.99,1779.1,2780.6,1748.8
29-03-2016,15,19.83,2822.3,19.83,1733.5,2730.3,1709.4
29-03-2016,16,19.72,2652.6,19.72,1683.8,2576.7,1652.8
29-03-2016,17,19.14,2578.4,19.86,1690.2,2522.4,1659.3
29-03-2016,18,21.48,2675.3,20.76,1789.3,2624.1,1760.8
29-03-2016,19,21.2,2604.2,21.2,1768.9,2566.2,1729.8
29-03-2016,20,21.34,2533.7,21.34,1716.2,2483.1,1678.3
29-03-2016,21,21.4,2533.8,21.4,1727.9,2480,1691
29-03-2016,22,21.14,2396.8,21.14,1622.7,2349.7,1584.8
29-03-2016,23,20.5,2195.5,20.5,1475.6,2162.9,1438.7
29-03-2016,24,20.08,1978.4,20.08,1315.4,1950.2,1280.1
30-03-2016,1,20.3,1848.6,20.3,1204.6,1821,1180.2
30-03-2016,2,20.13,1788.5,20.13,1149.1,1757.5,1125.7
30-03-2016,3,20.2,1771.3,20.2,1127.5,1729.5,1104.5
30-03-2016,4,19.92,1784.2,19.92,1137.3,1737.6,1114.2
30-03-2016,5,20.18,1837.7,20.18,1165.8,1781.7,1142.6
30-03-2016,6,21.08,1988.4,21.08,1260.3,1938.6,1238.8
30-03-2016,7,21.67,2425.3,21.67,1486.7,2341.5,1459.5
30-03-2016,8,22.21,2821,22.21,1703.9,2708.3,1671.4
30-03-2016,9,23.14,2981.3,23.14,1819.5,2876.8,1781.4
30-03-2016,10,22.53,3006.1,22.53,1874,2920.5,1832.8
30-03-2016,11,21.99,3034.6,21.99,1925.5,2940.3,1881.9
30-03-2016,12,21.83,3017.4,21.83,1939.8,2919.4,1891.3
30-03-2016,13,21.64,2924.5,21.64,1930.7,2846.5,1882.4
30-03-2016,14,21.58,2915.4,21.58,1932.8,2836.9,1881.1
30-03-2016,15,21.51,2835.3,21.51,1892.5,2764.5,1842.5
30-03-2016,16,21.39,2707.8,21.39,1827,2646.2,1788.5
30-03-2016,17,21.34,2647,21.34,1785.5,2589.8,1751.1
30-03-2016,18,21.51,2807.9,21.51,1880,2736.7,1842.4
30-03-2016,19,21.69,2752.9,21.69,1864.9,2690.7,1827.5
30-03-2016,20,21.88,2657.5,21.88,1808.1,2599.4,1767.5
30-03-2016,21,21.9,2624.5,21.9,1787.4,2557.3,1744.2
30-03-2016,22,21.69,2475.9,21.69,1669.3,2412.9,1631.2
30-03-2016,23,21.35,2263.5,21.35,1516,2216.6,1477.3
30-03-2016,24,21.04,2040.3,21.04,1361.2,1997.4,1321.5
31-03-2016,1,20.55,1913.4,20.55,1252.3,1860.5,1219.9
31-03-2016,2,20.24,1872.2,20.24,1195.5,1811.2,1157.7
31-03-2016,3,20.16,1848.4,20.16,1162.6,1783.7,1129.7
31-03-2016,4,20.22,1848.1,20.22,1152.9,1785.2,1125.8
31-03-2016,5,20.61,1899.8,20.61,1179.2,1837.8,1152.3
31-03-2016,6,21.54,2085.6,21.54,1276.1,1989.9,1252.8
31-03-2016,7,22.28,2491.8,22.28,1519.1,2385.5,1492.3
31-03-2016,8,24.08,2847.3,35.22,1730.2,2730.5,1697.7
31-03-2016,9,24.9,2953.5,39.98,1830,2850.4,1801.9
31-03-2016,10,24.93,2917.4,35.58,1865.2,2815.6,1831.1
31-03-2016,11,24.13,2984.1,33.81,1904.1,2875.6,1869.7
31-03-2016,12,24.05,2959.6,33.14,1892.8,2858.5,1860
31-03-2016,13,22.02,2857,29.31,1857,2767.9,1821
31-03-2016,14,23.49,2859.1,29.3,1839.6,2768.3,1804.1
31-03-2016,15,19.94,2757.2,27.25,1785.1,2691.6,1750
31-03-2016,16,21.52,2608.4,24.52,1718.7,2566.3,1684.1
31-03-2016,17,21.39,2553.8,24.13,1699.4,2505.7,1663.7
31-03-2016,18,21.47,2674.1,24.33,1771.8,2613.5,1736.1
31-03-2016,19,21.57,2614.3,26.78,1758.6,2558.3,1722.6
31-03-2016,20,21.67,2511.9,30.33,1716,2452.4,1679.3
31-03-2016,21,21.78,2540.6,31.22,1735.9,2476,1698.7
31-03-2016,22,21.69,2418.3,21.69,1640.3,2372.6,1603.5
31-03-2016,23,21.29,2234.2,21.29,1495.7,2190.6,1461
31-03-2016,24,20.43,2046,20.43,1341.6,2001.2,1307.5
01-04-2016,1,20.69,1923.4,20.69,1240.2,1879.1,1213.9
01-04-2016,2,20.31,1878.5,20.31,1180.8,1834.2,1154.5
01-04-2016,3,20.34,1857.9,20.34,1162,1806.7,1137.5
01-04-2016,4,20.14,1858.9,20.14,1163.3,1814.3,1138.5
01-04-2016,5,20.62,1916.5,20.62,1204.9,1860.5,1180.5
01-04-2016,6,21.26,2089.6,21.26,1300.9,2019.4,1273.8
01-04-2016,7,22.06,2499.7,22.06,1520.3,2400,1493.9
01-04-2016,8,24.27,2837.8,33.29,1733.3,2735.9,1701.4
01-04-2016,9,26.67,2929,39.47,1834.3,2840.4,1799
01-04-2016,10,33.42,2893.6,37.47,1857.6,2810,1820.9
01-04-2016,11,32.06,2899.1,33.74,1870.3,2818.5,1834.8
01-04-2016,12,28.98,2824.3,29.82,1844.2,2745.8,1808.2
01-04-2016,13,25.17,2695.1,25.17,1788.3,2619.8,1758.4
01-04-2016,14,21.93,2584.6,21.93,1752.4,2510.9,1717.2
01-04-2016,15,21.74,2435.5,21.74,1693.1,2364.8,1657.7
01-04-2016,16,21.62,2336.5,21.62,1638.7,2260.1,1604
01-04-2016,17,21.57,2325.9,21.57,1619,2243.2,1582.5
01-04-2016,18,21.69,2456.9,21.69,1680.2,2360.8,1641
01-04-2016,19,25.9,2466,25.9,1699.3,2371.5,1660.1
01-04-2016,20,21.89,2370.8,21.89,1668.6,2283.4,1628.6
01-04-2016,21,21.93,2349.1,33.21,1656,2258.3,1617
01-04-2016,22,21.76,2229.9,21.76,1556.7,2149.4,1519.3
01-04-2016,23,21.5,2069.8,21.5,1450.8,2003.3,1414.1
01-04-2016,24,21.06,1899.6,21.06,1336.7,1846.6,1300.8
02-04-2016,1,19.26,1747.5,21.13,1234,1705.3,1200
02-04-2016,2,20.8,1658.6,20.8,1159.9,1614,1126.7
02-04-2016,3,20.6,1623.4,20.6,1130.2,1583.8,1098.1
02-04-2016,4,19.84,1627.5,19.84,1113.1,1576.5,1088.5
02-04-2016,5,19.91,1625.9,19.91,1115.6,1582,1089.2
02-04-2016,6,20.09,1676.4,20.09,1145.7,1638.2,1124.7
02-04-2016,7,20.19,1809.5,20.19,1192.7,1765.6,1165.5
02-04-2016,8,20.79,1964.5,20.79,1291.3,1921.3,1257.4
02-04-2016,9,21.14,2132.1,21.14,1436.1,2086.7,1404.9
02-04-2016,10,21.33,2203.6,21.33,1539.2,2164,1502.9
02-04-2016,11,20.81,2231.7,20.81,1579.1,2191.4,1550.4
02-04-2016,12,20.08,2205,20.08,1577.2,2151.6,1549.6
02-04-2016,13,19.77,2143.7,19.77,1553.8,2085.6,1529.6
02-04-2016,14,19.76,2089.6,19.76,1517.4,2036.5,1491.9
02-04-2016,15,19.36,2032,19.36,1481.5,1986.6,1456.7
02-04-2016,16,19.28,1991.4,19.28,1456.1,1949.4,1428
02-04-2016,17,18.96,2011.7,19.41,1465.5,1975.3,1443.8
02-04-2016,18,20.12,2158.9,20.45,1577,2122.1,1539
02-04-2016,19,22.31,2216.7,21.98,1606.7,2164.5,1568.4
02-04-2016,20,21.72,2159.7,21.72,1545.5,2075.2,1508.9
02-04-2016,21,21.55,2148.9,21.55,1557.9,2074.8,1519.6
02-04-2016,22,21.38,2055.1,21.38,1490.7,1988,1452.5
02-04-2016,23,21.17,1921.7,21.17,1385.2,1859.2,1349.4
02-04-2016,24,20.92,1774.8,20.92,1280.2,1720.1,1246.5
03-04-2016,1,19.59,1652,20.19,1178.6,1613.7,1155.5
03-04-2016,2,18.07,1588.1,18.9,1125.4,1538,1093.7
03-04-2016,3,18.56,1553,18.56,1097.4,1510.4,1061
03-04-2016,4,18.52,1550.4,18.52,1086.2,1504.2,1051.3
03-04-2016,5,18.29,1574.8,18.29,1083.5,1524.2,1047.4
03-04-2016,6,18.4,1615.2,18.4,1099.6,1564.3,1065.5
03-04-2016,7,18.43,1710.3,18.43,1140.3,1652.9,1104.9
03-04-2016,8,18.57,1834.8,18.57,1224.7,1775.8,1187.5
03-04-2016,9,19.03,2025,19.03,1369,1964.7,1333.6
03-04-2016,10,19.41,2141.8,19.41,1480.7,2079.2,1444.7
03-04-2016,11,19.72,2192,19.72,1548.8,2136.1,1512.8
03-04-2016,12,19.83,2172.5,19.83,1561.3,2118.7,1525.4
03-04-2016,13,19.29,2125.2,19.29,1537,2073.7,1501
03-04-2016,14,19.18,2075.1,19.18,1528,2030.9,1492.7
03-04-2016,15,19.15,2051.7,19.15,1499.6,2012.7,1467.3
03-04-2016,16,19.58,2039.4,19.58,1480,1999.8,1446.3
03-04-2016,17,20.12,2108.8,20.12,1501.6,2071.5,1468
03-04-2016,18,19.29,2341.9,20.45,1615.9,2302.9,1581.6
03-04-2016,19,21.19,2372.3,21.19,1646,2315.6,1621.2
03-04-2016,20,23.15,2282.2,23.15,1630.4,2196.3,1589.1
03-04-2016,21,22.02,2278.5,22.02,1615.6,2182.4,1574.8
03-04-2016,22,21.68,2140.1,21.68,1503.5,2060,1465.2
03-04-2016,23,21.38,1984.5,21.38,1358.4,1910.4,1320.6
03-04-2016,24,20.71,1818.6,20.71,1223.5,1767.7,1197.7
04-04-2016,1,20.5,1733.3,20.5,1144,1678.7,1107.5
04-04-2016,2,19.59,1678.3,19.59,1072.5,1633.6,1050
04-04-2016,3,19.16,1660.8,19.16,1070.9,1624.4,1036.5
04-04-2016,4,19.15,1680.8,19.15,1078.2,1639.5,1043.6
04-04-2016,5,19.34,1742.4,19.34,1107.3,1699.2,1076.9
04-04-2016,6,20.39,1922.1,20.55,1213.5,1875.1,1178.3
04-04-2016,7,22.35,2327.1,22.19,1421.2,2274,1398.1
04-04-2016,8,23.98,2712.7,23.98,1652.6,2660,1627.8
04-04-2016,9,27.04,2875.3,34.57,1756.5,2810.8,1731
04-04-2016,10,31.4,2874.7,32.69,1796.1,2807.1,1771
04-04-2016,11,28.67,2916,28.91,1815,2841.9,1788.9
04-04-2016,12,24.3,2900.9,24.5,1802.1,2825.5,1776.6
04-04-2016,13,22.81,2808.8,22.81,1786.6,2737.5,1762.5
04-04-2016,14,23.26,2802.7,23.26,1762.6,2729.9,1738.2
04-04-2016,15,23.09,2763.4,23.09,1746,2692.3,1722.5
04-04-2016,16,22.49,2642.8,22.49,1681.1,2569.4,1659.3
04-04-2016,17,22.48,2632.1,22.48,1676.9,2551.3,1653.1
04-04-2016,18,22.7,2761.3,22.7,1788.2,2672.9,1763.7
04-04-2016,19,22.91,2687.3,22.91,1758.5,2599.1,1735.4
04-04-2016,20,22.92,2597.9,22.92,1686.1,2505.7,1663
04-04-2016,21,23.5,2571,23.5,1672.6,2470.3,1648.5
04-04-2016,22,22.71,2427.7,22.71,1570.1,2330.9,1547.1
04-04-2016,23,22.02,2218.4,22.02,1414.2,2131.7,1390.7
04-04-2016,24,21.23,1995.4,21.23,1262.1,1917.4,1237.6
05-04-2016,1,20.21,1830.6,20.37,1162.6,1784.6,1139.6
05-04-2016,2,20.04,1773.3,20.04,1104.7,1727.8,1083.6
05-04-2016,3,20.02,1753.2,20.02,1076.6,1701.9,1055.9
05-04-2016,4,19.82,1764.2,19.82,1080.1,1708.5,1058.4
05-04-2016,5,20.08,1805.2,20.08,1104.4,1753.2,1083.8
05-04-2016,6,21.26,1965.8,21.26,1210.8,1906.3,1188.3
