Date,time,price_west,DK-West: Gross consumption,price_east,DK-East: Gross consumption,DK-West: Net consumption,DK-East: Net consumption
06-06-2016,19,38.76,2614.4,38.76,1613.5,2539.3,1572.2
06-06-2016,20,41.06,2513.4,41.06,1523.6,2442.3,1492
06-06-2016,21,37.31,2414.6,37.31,1438,2339,1410
06-06-2016,22,34.2,2307.2,34.2,1362.2,2230,1338.2
06-06-2016,23,33.81,2230.8,33.81,1305.2,2155.8,1281.7
06-06-2016,24,28.79,2102.9,28.79,1203.7,2029.8,1168.6
07-06-2016,1,24.85,1960.5,24.85,1125.2,1880.8,1090.6
07-06-2016,2,23.34,1879.6,24.04,1060.3,1803.6,1026.7
07-06-2016,3,22.59,1832.2,23.77,1032.7,1763.1,1000.9
07-06-2016,4,21.58,1808.3,23.1,1022.4,1757.3,990.9
07-06-2016,5,21.67,1809.6,23.54,1003.9,1760.9,972.7
07-06-2016,6,22.09,1925.2,26.41,1064.6,1861.3,1038.6
07-06-2016,7,29.68,2252.8,30.41,1277.8,2178.2,1247.1
07-06-2016,8,35.82,2616.2,35.82,1507.5,2539.7,1475.1
07-06-2016,9,39.48,2779.5,40.45,1630.1,2705,1595.6
07-06-2016,10,34.49,2818.6,40.04,1670.1,2739.8,1634.5
07-06-2016,11,29.15,2888,40,1699.5,2806.9,1664.9
07-06-2016,12,28.8,2889.4,39.94,1693.2,2808.3,1658.9
07-06-2016,13,25.94,2841.8,39.91,1685.1,2758.7,1649.3
07-06-2016,14,25.59,2854.7,36.13,1678.9,2771.6,1642.4
07-06-2016,15,25.18,2795.2,35.77,1656.4,2713.3,1622.7
07-06-2016,16,26.41,2677.5,31.93,1609.6,2594,1576
07-06-2016,17,27.53,2591.7,30.71,1589.1,2514.4,1556.3
07-06-2016,18,32.13,2666.4,32.13,1638.7,2589.1,1608.8
07-06-2016,19,36.02,2605.6,36.02,1603.8,2529.8,1576.8
07-06-2016,20,38.48,2496.9,38.48,1520.1,2420.6,1493.3
07-06-2016,21,34.9,2409.5,34.9,1439.1,2323.4,1408.1
07-06-2016,22,32.97,2298.7,32.97,1373.6,2219.9,1348.7
07-06-2016,23,32.59,2224.5,32.59,1312.5,2146.1,1288.5
07-06-2016,24,27.54,2085.6,27.54,1201.7,2011.4,1177.9
08-06-2016,1,25.98,1951.4,25.98,1119.9,1870.3,1091.4
08-06-2016,2,23.89,1877.7,23.89,1058.6,1794.9,1030.3
08-06-2016,3,22.83,1846,22.83,1030,1766.3,1003
08-06-2016,4,21.68,1821.1,21.68,1022.5,1763.5,990.2
08-06-2016,5,21.54,1818.2,21.54,1014.3,1758.2,977.9
08-06-2016,6,23.38,1950.5,23.91,1076.1,1860.5,1037.2
08-06-2016,7,28.21,2288.4,28.21,1269.4,2196.6,1241.6
08-06-2016,8,31.88,2660.3,35.07,1491.3,2567.9,1466.5
08-06-2016,9,35.6,2813,41.31,1613.3,2723.4,1583
08-06-2016,10,33.47,2830.6,37.33,1657.9,2744,1626.1
08-06-2016,11,33.74,2893.5,34.25,1690.7,2807.6,1657.6
08-06-2016,12,32.99,2914.4,32.99,1694.4,2831.4,1662.1
08-06-2016,13,28.52,2840.9,30.06,1686,2754.1,1657.2
08-06-2016,14,27.6,2862.3,30.27,1689.3,2772.1,1651.7
08-06-2016,15,27.18,2800.9,30.87,1664.9,2714.9,1627.2
08-06-2016,16,26.37,2682.7,30.14,1613.4,2599.5,1575.3
08-06-2016,17,26,2630.9,29.59,1612.7,2539.3,1573.2
08-06-2016,18,28.24,2696.4,29.21,1676.4,2613.1,1637.1
08-06-2016,19,30.68,2667.3,31.07,1656.3,2578,1616.3
08-06-2016,20,32.52,2563.9,32.52,1558,2474.2,1526.4
08-06-2016,21,31.35,2410.6,31.35,1453.2,2322.6,1428.8
08-06-2016,22,30.97,2299.8,31.76,1376.2,2215,1353.2
08-06-2016,23,30.16,2210.7,30.16,1304.2,2131.7,1281.6
08-06-2016,24,26.5,2100.1,26.5,1196.9,2018.3,1164.8
09-06-2016,1,23.67,1965.9,23.67,1116.1,1887.8,1086.9
09-06-2016,2,21.87,1860.5,21.87,1060.9,1804,1021.6
09-06-2016,3,20.81,1817,20.81,1027.3,1774.4,991.5
09-06-2016,4,20.58,1805.9,20.58,1016.6,1756.5,983
09-06-2016,5,21.11,1807.4,21.11,986.2,1746.4,953.2
09-06-2016,6,23.06,1927.4,23.63,1072.6,1845.2,1036.8
09-06-2016,7,28.03,2262.2,28.72,1277.4,2182.9,1240.8
09-06-2016,8,33.97,2604.2,33.97,1503,2532.3,1468.4
09-06-2016,9,43.08,2768.1,43.08,1616.6,2695.6,1580
09-06-2016,10,44,2792.3,44,1656,2718.2,1626.1
09-06-2016,11,42.89,2860.3,42.89,1670.3,2783.6,1639.3
09-06-2016,12,41.4,2875.7,41.4,1677.3,2799.7,1640.9
09-06-2016,13,34.99,2793.7,35.86,1660.4,2730.7,1633.5
09-06-2016,14,33.93,2822.6,34.99,1669,2758.5,1640.6
09-06-2016,15,30.2,2742,36.67,1653.7,2672.9,1616.1
09-06-2016,16,27.34,2628.7,35.68,1606.7,2558.7,1569.4
09-06-2016,17,27.01,2578.6,33.15,1589.6,2509.2,1551.4
09-06-2016,18,28.84,2652,32.88,1640.2,2585.2,1602.4
09-06-2016,19,27.05,2578.6,34.25,1604.9,2511.7,1567.6
09-06-2016,20,25.45,2481.9,35.76,1527.8,2409.6,1490
09-06-2016,21,24.66,2374.6,33.7,1457.6,2292.1,1422.1
09-06-2016,22,24.35,2280.5,32.83,1395.3,2192.4,1358.1
09-06-2016,23,24.19,2183.5,31.24,1328.3,2103.3,1285.3
09-06-2016,24,23.91,2070.8,29.13,1219.9,1997.2,1172.2
10-06-2016,1,23.55,1919,24.37,1121.7,1863.4,1080.1
10-06-2016,2,21.57,1846.5,23.37,1067.9,1789.9,1025.1
10-06-2016,3,21.03,1840.4,21.55,1033.1,1768.8,992.2
10-06-2016,4,19.98,1835.8,19.98,1016.1,1747.3,978.7
10-06-2016,5,19.16,1798,21.6,1019.2,1725.5,972.4
10-06-2016,6,20.97,1869.2,24.84,1079.6,1821.1,1033.1
10-06-2016,7,27.25,2206.2,29.7,1289.9,2141.9,1239.5
10-06-2016,8,24.19,2566.9,34.77,1526.5,2507.1,1472.6
10-06-2016,9,24.9,2732.3,39.79,1624.4,2667.6,1572.4
10-06-2016,10,24.98,2731.9,42.39,1672.7,2668.3,1621.7
10-06-2016,11,24.68,2796.5,41.9,1700.7,2742.5,1654.6
10-06-2016,12,24.47,2766.4,33.78,1694.1,2711.6,1651.9
10-06-2016,13,24.31,2655.4,32.8,1678,2605.3,1636.9
10-06-2016,14,24.32,2584.2,32.78,1645.5,2535.1,1606.1
10-06-2016,15,24.19,2440.7,32.67,1584.5,2392.9,1547
10-06-2016,16,23.88,2335.4,32.69,1532.8,2285.3,1494.7
10-06-2016,17,23.09,2342.6,31.81,1501.5,2287.1,1466.2
10-06-2016,18,26.29,2437.6,31.83,1547.9,2359.7,1513.7
10-06-2016,19,29.66,2390.1,33.12,1539.6,2316,1505.2
10-06-2016,20,32.85,2260.1,33.28,1450.1,2184.3,1416.6
10-06-2016,21,32.06,2137.2,32.06,1358.7,2058.7,1333.5
10-06-2016,22,31.67,2047.8,31.67,1302.2,1972.2,1274.7
10-06-2016,23,32.86,1990.2,32.86,1278.1,1917.5,1247.8
10-06-2016,24,29.45,1912.1,30.17,1209,1835.3,1173.1
11-06-2016,1,26.14,1785.8,26.78,1120.2,1712.4,1083.1
11-06-2016,2,24.2,1697.2,24.79,1050.5,1627.3,1013.3
11-06-2016,3,23.09,1632.8,24.5,1014.6,1578.9,979.4
11-06-2016,4,23.05,1606.6,24.1,994.8,1554.2,958.7
11-06-2016,5,23.16,1562.4,23.39,957.5,1509.3,920.9
11-06-2016,6,23.35,1581.8,23.35,957,1529,920.2
11-06-2016,7,23.66,1687.2,24.17,1028.8,1630.2,991.6
11-06-2016,8,22.85,1873.2,27.96,1143.3,1812.9,1106.2
11-06-2016,9,26.06,2058.4,30.86,1267.2,1984.9,1231.7
11-06-2016,10,29.47,2141.3,32.19,1354.7,2074.7,1320.9
11-06-2016,11,29.46,2178,32.57,1390.7,2107.9,1355.8
11-06-2016,12,30.03,2151,32.18,1378.4,2084.7,1341.8
11-06-2016,13,28.49,2119.5,31.76,1377.4,2053.5,1340.9
11-06-2016,14,25.69,2100.2,31.02,1348.4,2026.9,1311.3
11-06-2016,15,24.03,2046.5,30.7,1330.2,1982.4,1293.4
11-06-2016,16,23.8,2028.9,30.62,1303.7,1960.4,1266.7
11-06-2016,17,24.06,2037.1,30.99,1318.7,1973.7,1281.4
11-06-2016,18,27.92,2142.9,32.06,1380.6,2069.4,1344
11-06-2016,19,30.23,2144.6,31.92,1392.6,2074.8,1357.6
11-06-2016,20,31.47,2046.9,32.25,1331.4,1977.2,1296.7
11-06-2016,21,31.85,1961.4,32.62,1293.6,1891.4,1257.2
11-06-2016,22,29.47,1891.8,31.71,1252.5,1819.8,1218.2
11-06-2016,23,30.94,1852.2,31.7,1219.4,1774.6,1186.7
11-06-2016,24,27.73,1786.8,30.73,1163.7,1712.3,1129.4
12-06-2016,1,22.74,1667.7,27.85,1095,1605.6,1058.5
12-06-2016,2,23.86,1585.4,26.16,1032.4,1526.2,996
12-06-2016,3,23.39,1545.7,24.84,1001.4,1491.3,964.9
12-06-2016,4,23.16,1521.2,24.81,977.3,1464.7,940.8
12-06-2016,5,23.55,1470.3,24.7,937.2,1415.8,901.1
12-06-2016,6,23.28,1479.9,24.75,934.3,1426.6,898
12-06-2016,7,23.58,1556.2,24.81,987.8,1500.7,951.7
12-06-2016,8,23.34,1708.1,25.08,1090.9,1645.8,1054.8
12-06-2016,9,23.86,1888,27.43,1210.2,1820.1,1176.4
12-06-2016,10,23.77,1981.6,28.87,1305,1918.1,1268.6
12-06-2016,11,24.14,2027.9,30.37,1350.6,1967.4,1314.6
12-06-2016,12,25.3,2058.5,30.66,1371.6,1991.2,1335.7
12-06-2016,13,23.44,2033.2,30.51,1363.9,1978,1327.9
12-06-2016,14,24.17,2017.2,29.58,1351.5,1963.8,1315.7
12-06-2016,15,23.91,2006.2,29.76,1343.9,1955.5,1308
12-06-2016,16,23.89,1981.6,29.7,1353.3,1931.7,1317.3
12-06-2016,17,23.97,2040.6,30.32,1372.9,1985.9,1336.1
12-06-2016,18,24.21,2234.6,31.23,1472.7,2173.1,1435.5
12-06-2016,19,27.52,2241,32.56,1500.2,2171.3,1462.9
12-06-2016,20,29.78,2151,32.59,1440.1,2083,1403.8
12-06-2016,21,31.33,2062.9,32.18,1383.1,1993.8,1347.6
12-06-2016,22,29.4,1981.1,32.54,1300.4,1903.9,1266.1
12-06-2016,23,29.81,1930.6,31.58,1249.3,1859.4,1215.7
12-06-2016,24,23.24,1848.1,29.62,1177.7,1793.8,1142.3
13-06-2016,1,24.79,1738.6,24.79,1091.8,1691.8,1058.4
13-06-2016,2,24.04,1689.5,24.52,1025.4,1637.6,990.4
13-06-2016,3,23.57,1669.6,23.6,990.9,1619.8,955.8
13-06-2016,4,23.05,1663.8,23.05,1006.1,1617.8,973.6
13-06-2016,5,23.14,1660.6,23.14,993.5,1612.3,959.5
13-06-2016,6,21.41,1794.8,24.8,1040.2,1739.1,1003.1
13-06-2016,7,27.31,2137.4,29.66,1244.1,2075.2,1204.6
13-06-2016,8,33.49,2544.8,33.49,1471.4,2467.1,1434.4
13-06-2016,9,37.13,2729.8,37.13,1580.4,2653.7,1548.8
13-06-2016,10,39.91,2764.2,39.91,1625.5,2695.1,1601.9
13-06-2016,11,34.61,2829.3,38.17,1665.3,2764.4,1643.5
13-06-2016,12,27.06,2848.8,39.09,1688.9,2786.2,1664.6
13-06-2016,13,26.93,2786.7,34.23,1693.2,2725.6,1659.3
13-06-2016,14,26.91,2818.7,33.11,1700.9,2749.7,1659.2
13-06-2016,15,26.38,2777.7,32.46,1677.8,2709.4,1634.2
13-06-2016,16,26.18,2682.7,31.65,1630.4,2610,1580.7
13-06-2016,17,26.32,2637.7,30.53,1636.1,2566,1586.2
13-06-2016,18,30.45,2761.2,31.2,1712.6,2682.1,1664.4
13-06-2016,19,31.75,2674.2,31.75,1669,2593.9,1620.7
13-06-2016,20,32.97,2518.5,32.97,1562.8,2440.1,1530.7
13-06-2016,21,32.58,2390.5,32.58,1480.9,2310.5,1453.6
13-06-2016,22,29.98,2285.4,30.72,1415.8,2201.7,1375.8
13-06-2016,23,29.31,2185.5,30.04,1314.1,2104.8,1281.9
13-06-2016,24,26.14,2042.8,27.69,1195.1,1962.9,1160
14-06-2016,1,24.82,1902.4,25.43,1101.3,1841.9,1065
14-06-2016,2,22.76,1828.4,24.18,1040.7,1773.4,1003.3
14-06-2016,3,23.47,1791.2,23.47,1014.1,1740.9,979.1
14-06-2016,4,22.99,1784.7,22.99,1003.8,1734,969.9
14-06-2016,5,23.4,1790.4,23.52,991.4,1740.6,957.8
14-06-2016,6,23,1882.6,27.21,1074.8,1834.6,1042.3
14-06-2016,7,27.4,2233.2,31.46,1279.1,2174.1,1245.4
14-06-2016,8,35.29,2590.5,37.56,1510.3,2541.2,1476.3
14-06-2016,9,38.39,2762,44.91,1628,2715.4,1592.4
14-06-2016,10,38.44,2774.3,44.96,1675.1,2725.5,1639
14-06-2016,11,37.25,2865.1,44.92,1709.4,2813.9,1672.5
14-06-2016,12,35.83,2865.5,49.94,1708.5,2813.9,1672
14-06-2016,13,32,2798,70.3,1715.4,2746.9,1678.5
14-06-2016,14,29.37,2820.2,51.6,1734.5,2773.3,1697.7
14-06-2016,15,27.55,2766.9,50.08,1718.7,2717.7,1679.1
14-06-2016,16,27.38,2656.1,40.16,1675.1,2607.2,1636.1
14-06-2016,17,28.64,2631.3,33.23,1670.5,2580.2,1632.9
14-06-2016,18,32.51,2748.5,33.07,1749,2693.6,1711.1
14-06-2016,19,35.08,2660.1,35.95,1708.1,2609.9,1671.2
14-06-2016,20,37.5,2537.3,37.52,1608.4,2471.1,1572.3
14-06-2016,21,36,2438.7,36,1516.8,2353.8,1489.8
14-06-2016,22,32.01,2318.4,32.01,1445.8,2237.4,1408.1
14-06-2016,23,30.1,2226,30.84,1349.6,2150.1,1312.5
14-06-2016,24,26.59,2068.6,29.89,1211.5,1995,1174.9
15-06-2016,1,26.19,1919.7,26.83,1121.8,1855.9,1085.4
15-06-2016,2,25.97,1841.3,25.97,1054.9,1784.7,1021.3
15-06-2016,3,24.92,1802.7,24.92,1023.8,1756.3,992.1
15-06-2016,4,24.52,1787.2,24.52,1022.1,1741.4,989.3
15-06-2016,5,24.61,1798.8,24.61,1016.5,1752,983.9
15-06-2016,6,26.32,1917.1,30.25,1084.1,1852.4,1047.7
15-06-2016,7,28.37,2277.6,34.57,1289,2192.5,1254.1
15-06-2016,8,35.91,2655.6,36.79,1515.8,2571.9,1480.9
15-06-2016,9,38.79,2819.1,38.97,1635.8,2736.8,1599.1
15-06-2016,10,36.2,2837.3,37.09,1677.8,2755.9,1641.7
15-06-2016,11,37.11,2885.3,37.11,1695.9,2817.4,1661.4
15-06-2016,12,35.51,2908.9,38.19,1707.6,2845.8,1673.6
15-06-2016,13,30.21,2843,34.9,1696.4,2780.2,1660.5
15-06-2016,14,28.29,2853.8,33.4,1692.5,2786.9,1656.9
15-06-2016,15,27.99,2808.5,33,1661.5,2742.9,1627
15-06-2016,16,27.73,2719,32.66,1617.2,2641.1,1582.2
15-06-2016,17,29.12,2661,30.85,1600.3,2575.6,1564.8
15-06-2016,18,31,2753.9,31.42,1683.6,2662.2,1646.9
15-06-2016,19,34.53,2661.8,34.53,1649.5,2578.8,1614.7
15-06-2016,20,36.91,2532.4,36.91,1560.9,2448.7,1529.2
15-06-2016,21,35.49,2401.9,35.49,1477,2321.9,1446.5
15-06-2016,22,33.25,2304.4,33.25,1422.9,2228.3,1391.6
15-06-2016,23,33.02,2208.3,33.02,1342.7,2129.5,1313.5
15-06-2016,24,27.33,2047.1,27.33,1237.2,1970.2,1202.1
16-06-2016,1,26.76,1891,26.76,1171.9,1826.5,1136
16-06-2016,2,25.67,1806.3,25.67,1105.1,1749.9,1072.7
16-06-2016,3,25.21,1760.7,25.21,1068.2,1717.2,1037.9
16-06-2016,4,24.32,1754.8,24.32,1068.4,1711.2,1034.3
16-06-2016,5,24.73,1769.3,24.73,1055.1,1719.7,1018.5
16-06-2016,6,25.79,1876.9,29.2,1132.5,1810.9,1093.3
16-06-2016,7,29.84,2236.1,33.97,1341.3,2152.3,1302.6
16-06-2016,8,42.11,2573.5,42.11,1575.7,2515.6,1536.2
16-06-2016,9,48.37,2718.9,48.37,1703.4,2666.2,1664.3
16-06-2016,10,49.79,2732.6,49.79,1758.6,2681.5,1720
16-06-2016,11,55.54,2799.4,55.54,1787.2,2747.2,1749.1
16-06-2016,12,55.5,2815.5,55.5,1782.7,2762.3,1745.2
16-06-2016,13,42.81,2755.3,42.81,1766.6,2700.1,1728.3
16-06-2016,14,42.53,2789,42.53,1752.5,2727.8,1714.7
16-06-2016,15,42.5,2729.6,42.5,1731.9,2670.9,1693.4
16-06-2016,16,40.93,2604.2,40.93,1696.1,2545.8,1658.2
16-06-2016,17,35.17,2569.8,35.17,1645.1,2511.7,1608
16-06-2016,18,34.49,2658.8,34.49,1719,2595.3,1681.5
16-06-2016,19,38.11,2573.1,38.11,1678.7,2511.7,1640
16-06-2016,20,35.2,2492.7,36.07,1596.1,2407.3,1557
16-06-2016,21,35.28,2367.7,35.28,1509.3,2286.7,1472.3
16-06-2016,22,33.02,2261.3,33.02,1441.9,2180.7,1410.7
16-06-2016,23,31.05,2170.9,31.53,1373.2,2089.7,1346.4
16-06-2016,24,26.62,2032.8,29.72,1265.7,1952.5,1228.6
17-06-2016,1,26.54,1871.7,26.54,1156.1,1817.2,1127.1
17-06-2016,2,25.05,1780.3,25.05,1097.1,1735.4,1067
17-06-2016,3,24.39,1745.6,24.39,1071.9,1704.7,1039.9
17-06-2016,4,24.11,1727.9,24.11,1067.1,1683.5,1033.5
17-06-2016,5,24.13,1738.2,24.13,1049.8,1691.7,1016.3
17-06-2016,6,23.8,1841.4,28.75,1117.9,1785.2,1082.5
17-06-2016,7,27.85,2188.9,30.3,1317.4,2116,1281.7
17-06-2016,8,36.17,2534.8,36.17,1541.5,2482.4,1509.2
17-06-2016,9,47.24,2672,47.24,1653.4,2623.5,1616.6
17-06-2016,10,48.63,2690.4,48.63,1703.4,2639.1,1666.4
17-06-2016,11,49.58,2755.1,49.58,1734.5,2704.8,1697.2
17-06-2016,12,48.91,2706.1,48.91,1733.3,2658.9,1695.1
17-06-2016,13,48,2608.3,48,1708.3,2558.3,1669.9
17-06-2016,14,43.56,2545.5,43.56,1682,2496.1,1643.9
17-06-2016,15,41.18,2412.5,41.18,1638.5,2363,1601.1
17-06-2016,16,36.71,2338.9,36.71,1587.3,2292.8,1550.1
17-06-2016,17,32.64,2306.1,32.64,1585.1,2255,1547.5
17-06-2016,18,26.55,2383,31.32,1639.1,2327.7,1599.7
17-06-2016,19,30.72,2345.3,31.48,1612.2,2296.5,1573.9
17-06-2016,20,32.15,2212.3,32.94,1509.3,2151,1471
17-06-2016,21,30.59,2096.3,31.17,1422.1,2030.8,1381.7
17-06-2016,22,28.16,2000.8,28.85,1348.2,1930.5,1304.9
17-06-2016,23,29.08,1950.5,29.79,1294.7,1872.8,1249.4
17-06-2016,24,26.07,1848.9,26.71,1212.6,1790.3,1164.9
18-06-2016,1,23.06,1712.6,25.14,1127.4,1663.8,1082.7
18-06-2016,2,22.45,1624.1,24.29,1086.8,1579.1,1041.7
18-06-2016,3,23.27,1594.2,23.27,1054,1535.5,1012.7
18-06-2016,4,22.46,1588.7,22.46,1034.5,1510.7,998.7
18-06-2016,5,21.75,1565.2,21.75,994.5,1481.6,957.9
18-06-2016,6,21.68,1580,21.68,988.5,1491.4,951.4
18-06-2016,7,22.51,1694.9,22.51,1047.7,1598.1,1011.8
18-06-2016,8,23.36,1832.6,23.36,1169.9,1761.2,1136.8
18-06-2016,9,24.47,1995.7,25.36,1306.3,1934.6,1271.8
18-06-2016,10,24.78,2114.2,26.37,1403.6,2052,1365.7
18-06-2016,11,25.05,2156.4,28.05,1457.8,2095,1417.8
18-06-2016,12,23.38,2135.9,27.82,1459.7,2071.1,1420.3
18-06-2016,13,27.47,2079.5,27.47,1459.4,2037.4,1421.1
18-06-2016,14,26.77,2048.4,26.77,1432.2,2006.7,1392.1
18-06-2016,15,23.69,2104.9,24.75,1412.1,2041,1367.6
18-06-2016,16,24.52,2094.4,24.52,1400.9,2029.8,1355.9
18-06-2016,17,24.72,2111.2,24.72,1404.8,2049.1,1361
18-06-2016,18,23.38,2148.5,25.17,1457.2,2096.5,1415.9
18-06-2016,19,26.53,2133.4,27.19,1454,2082.5,1421.9
18-06-2016,20,27.28,2034.7,27.28,1390.8,1960.4,1354.2
18-06-2016,21,26.83,1946.5,26.83,1320.8,1864,1290.9
18-06-2016,22,26.97,1874.5,26.97,1262.3,1795,1229.6
18-06-2016,23,28,1832.1,28,1218.3,1747.3,1187.5
18-06-2016,24,24.48,1820.5,25.08,1164.4,1743.2,1127.1
19-06-2016,1,20.64,1715.5,24.24,1086.7,1660.8,1048.5
19-06-2016,2,15.16,1642.7,22.14,1026,1585.8,987.4
19-06-2016,3,20.36,1637.4,20.36,987.1,1556.7,947.9
19-06-2016,4,19.09,1625.1,19.09,964.5,1530.3,928.9
19-06-2016,5,17.9,1608.7,17.9,915,1502.4,880.4
19-06-2016,6,18.57,1622.5,18.57,914.8,1504.5,879.2
19-06-2016,7,17.71,1634.9,17.71,992.5,1518.3,954
19-06-2016,8,20.12,1761.2,20.12,1112.8,1659.5,1069.9
19-06-2016,9,21.98,1953.5,25.78,1243.8,1857.3,1201.2
19-06-2016,10,23.32,2106.2,27.53,1338.9,2012.3,1295.5
19-06-2016,11,23.92,2157.7,27.84,1396.6,2062.2,1355.5
19-06-2016,12,23.79,2173.3,28.49,1412.5,2080.4,1369.8
19-06-2016,13,23.61,2161.6,27.62,1406.4,2067.8,1365.7
19-06-2016,14,23.32,2137.2,27.37,1394.1,2036.1,1354
19-06-2016,15,23.22,2124.3,26.71,1390,2025.1,1347.6
19-06-2016,16,23.13,2115.4,26.59,1362.5,2021.8,1315.8
19-06-2016,17,23.51,2144.5,26.8,1366.1,2057.4,1319.2
19-06-2016,18,24.33,2290.5,27.07,1432.8,2222,1387.6
19-06-2016,19,22.97,2271.8,27.36,1457.1,2222.1,1414.8
19-06-2016,20,26.95,2183.1,27.61,1384.9,2131,1353.9
19-06-2016,21,27.8,2098.8,27.8,1326,2036.5,1298
19-06-2016,22,29.88,2025.8,29.88,1277.7,1941.6,1253
19-06-2016,23,29.26,1970.8,29.26,1213.6,1889.1,1189.7
19-06-2016,24,27.14,1891.6,27.81,1131,1815.8,1101.1
20-06-2016,1,24.92,1778.8,25.53,1044.6,1726.2,1011.2
20-06-2016,2,21.6,1715.1,23.92,993.6,1670.5,958.9
20-06-2016,3,22.33,1693.8,22.33,970.9,1647.7,937.7
20-06-2016,4,22.44,1702.2,22.44,963.4,1653.6,927.6
20-06-2016,5,22.3,1697.8,22.3,955.9,1644.6,919.7
20-06-2016,6,19.99,1813.6,28.12,1027.8,1758.2,989.7
20-06-2016,7,28.97,2094.2,30.77,1240.5,2032.1,1204.3
20-06-2016,8,30.41,2503.4,35.27,1470,2427.5,1432.4
20-06-2016,9,27.75,2670.7,42.81,1586.4,2602,1546.6
20-06-2016,10,27.38,2707.4,42.81,1627.9,2642.2,1589.1
20-06-2016,11,26.84,2777.1,42.88,1663.3,2716.8,1624
20-06-2016,12,26.95,2798.4,42.83,1662.6,2738.7,1623.3
20-06-2016,13,25.51,2760.3,42.84,1648.3,2693.9,1608.6
20-06-2016,14,25.24,2803.8,39.92,1643.1,2726.7,1603.4
20-06-2016,15,25.44,2757.7,37.18,1615.9,2680.5,1576.6
20-06-2016,16,25.49,2645.3,36.08,1567.2,2570.7,1528.8
20-06-2016,17,25.19,2622.4,32.5,1560.2,2549.9,1523.2
20-06-2016,18,27.74,2760.8,31.86,1638.4,2679.8,1600.3
20-06-2016,19,27.13,2677.6,33.45,1615.1,2583.8,1578.9
20-06-2016,20,27.56,2576.4,34.81,1513.5,2472.8,1488.5
20-06-2016,21,28.45,2407.6,33.37,1443.1,2309.2,1410.3
20-06-2016,22,30.44,2277,31.76,1385.7,2182.8,1358.9
20-06-2016,23,30.74,2176,30.74,1316.8,2081.1,1287.1
20-06-2016,24,25.38,1987.6,27.07,1214,1914.2,1173.4
21-06-2016,1,24.23,1842.1,24.23,1126.9,1776.7,1085.4
21-06-2016,2,23.37,1766.6,23.37,1063.8,1703,1023.1
21-06-2016,3,22.89,1738.7,22.89,1032.7,1680.3,989.9
21-06-2016,4,21.75,1725.4,21.75,1025,1671.6,979.6
21-06-2016,5,22.42,1755.1,22.42,1017.6,1702.8,972.9
21-06-2016,6,23.93,1866.6,25.14,1090.8,1804.8,1047.1
21-06-2016,7,29.54,2204.3,29.56,1293.9,2125.1,1252.7
21-06-2016,8,38.73,2571.1,38.73,1529.7,2497.2,1492.2
21-06-2016,9,40.78,2726.5,40.78,1644.5,2651,1610.2
21-06-2016,10,42.59,2728.6,42.59,1699.1,2656.1,1660.5
21-06-2016,11,41.79,2799.6,41.79,1719.9,2732.6,1680.1
21-06-2016,12,43.73,2768.3,43.73,1716.7,2701.4,1677
21-06-2016,13,39.59,2703.4,39.59,1692.6,2638.3,1652.7
21-06-2016,14,37.64,2722.4,37.64,1694.9,2647.5,1656.4
21-06-2016,15,35.84,2670.7,35.84,1666.9,2595.7,1629.2
21-06-2016,16,34.16,2554.9,34.58,1608.5,2487.5,1571.3
21-06-2016,17,32.45,2510.3,32.45,1584.2,2433.7,1547.7
21-06-2016,18,33.05,2605.7,33.05,1643.6,2528.1,1605.8
21-06-2016,19,34.94,2504.6,34.94,1606.9,2427.2,1568.8
21-06-2016,20,35.91,2375.1,35.91,1523,2299.3,1486.2
21-06-2016,21,37.44,2266.7,37.44,1429.7,2189.6,1402.3
21-06-2016,22,34.98,2168.6,34.98,1361.5,2083.3,1336
21-06-2016,23,33.93,2092.6,33.93,1306.3,2012.3,1281.7
21-06-2016,24,30,1972.4,30,1210.2,1896.6,1181.1
22-06-2016,1,28.06,1829.3,28.75,1119.8,1749.9,1080.5
22-06-2016,2,24.95,1753.6,25.57,1055.4,1673.8,1021.8
22-06-2016,3,23.95,1713.5,24.53,1021.8,1645.7,987.3
22-06-2016,4,23.14,1708.3,23.71,1016.8,1642.7,981.3
22-06-2016,5,22.97,1724,24.56,993.5,1657.4,961.2
22-06-2016,6,24.06,1844.8,30.35,1067.5,1764.9,1029.9
22-06-2016,7,29.98,2178.6,34.49,1270.8,2098.3,1234.7
22-06-2016,8,40,2549.4,40.98,1497.7,2468.8,1467.7
22-06-2016,9,48.41,2713,48.41,1627.3,2631,1589.3
22-06-2016,10,44.5,2747.1,44.5,1674.8,2664.5,1636.1
22-06-2016,11,44.49,2834.6,44.49,1712.2,2748.8,1674.2
22-06-2016,12,36.62,2811.3,44.43,1703.6,2735.3,1667.2
22-06-2016,13,33.6,2764.9,43.05,1702.9,2689.8,1666.2
22-06-2016,14,30.29,2787.5,38.32,1712.1,2714.4,1674.9
22-06-2016,15,28.94,2711.4,37.16,1702.6,2642.8,1665.7
22-06-2016,16,28.93,2584.8,37.96,1655.4,2516.5,1618.1
22-06-2016,17,30.31,2527.2,32.99,1633.1,2464.3,1594.9
22-06-2016,18,33.7,2599.4,34.53,1685,2535,1646.6
22-06-2016,19,38.12,2502.3,39.06,1631.7,2437.1,1598
22-06-2016,20,39.8,2385.6,39.8,1538.2,2306.5,1505.6
